Comment,review1,review2,review3
"""নিজের দেশকে দখলদারত্বের হাত থেকে বাচানো যদি জংগী হয়ে,মানে হামাস যদি জংগী হয় তাহলে আমাদের মুক্তিবাহিনী ও তাদের মতই। যদি এটা আপনার মাথায় না ঢুকে, ভেবে নিয়েন আপনি একটা আবালচোদা,মাতাল,অর্অশিক্ষিত ছাগল। মানুষকে আসছেন আপনার মত ছাগল বানাতে,মানুষের চোখ নাই,মানুষ কিচ্ছু দেখেনা,কিচ্ছু বুঝেনা ভেবে বসে আছেন।""",antisocial,antisocial,antisocial
"""ইহু* দিরা নির্যাতিত সুতরাং ভূমিপুত্র ফিলি* স্তিনি* দের উচ্ছেদ করা জায়েজ। তাই নাহ??ফি* লিস্তিনি রা তাদের ভূমিতে ইউরোপ থেকে উড়ে এসে জুড়ে বসাদের কেনো মেনে নিবে??হলো* কাস্ট, এন্টি সেমি* টিসম এসব বেচে চিরকাল খেয়ে যেতে পারবেনা।""",antisocial,antisocial,antisocial
"""হা- মাস হাদিস দেখায় সুতরাং হা- মাস খারাপ।তবে, নীলনদ থেকে ফোরাত নদ পর্যন্ত ভূমি ই* হুদি দের জন্য প্রতিশ্রুতি দিয়েছে সৃষ্টিকর্তা। সুতরাং, এমন যুক্তি দেখিয়ে এথনিক ক্লিনজিং চালালে কোনো সমস্যা নাই।""",antisocial,antisocial,antisocial
হিটলার ইহুদি হয়েও কেন ইহুদী ণিরমূলে উঠে পরে লেগেছিলো ?,antisocial,antisocial,antisocial
ধন্যবাদ আসিফ ভাই। সঠিক তথ্য তুলে ধরার জন্য।,social,social,social
ইয়া আল্লাহ ইসরায়েল রে ধ্বংস করি দাও,antisocial,antisocial,antisocial
আমিও এটাই চাই। ফিলিস্তিন ধর্মীয় গোড়ামী থেকে বের হয়ে সেকুলার ভিত্তিক রাষ্ট্র গড়ে তুলুক তাহলে তারাও জ্ঞান বিজ্ঞানে এগিয়ে যেতে পারবে,social,social,social
অথচ অাস্থ ইসলাম বিদ্বেষী হয়ে নিজেকে নাস্তিক দাবি করে,antisocial,antisocial,antisocial
তুই ইহুদি হইয়া যা,antisocial,antisocial,antisocial
হামাস স্বাধীনতাকামী সংগঠন,social,social,social
এখানে হাদিসের কথা উল্লেখ করে ধর্মকে দোষ দেয়া হচ্ছে এটা ঠিক নয় । আর যে হাদিসের কথা বলা হচ্ছে তার কোন দলিল না । আর একটা কথা এখানে হামাসকে ইসরায়েল বিদ্বেষ বলা হচ্ছে কিন্তু হামাস সব সময় শান্তির পক্ষে এবং শান্তি চায় হামাস । হামাস শান্তি চায় বলেই আজকের এই যুদ্ধ বিরতি সম্ভব হয়ছে,social,social,social
"""হুম, বুঝি কোন দিন হবে সৎ উপায়""",social,social,social
কিরে মগা আল কাসসাম বিগ্রেড তোদের এত্ত ভয় ধরাই দিল।,antisocial,antisocial,antisocial
ভালো লিখেছেন,social,social,social
"""আমারর ধারনা ধর্মজীবি ও ধর্মব্যবসায়ী বনাম বিজ্ঞান মনস্কা মানুষের লড়াই চলছে অনন্তকাল হতে।ধোকাবাজ ধর্মব্যবসায়ী ও ধর্মজীবিরা নিজদের একুল ঐকুল দুইটাকে যৎ ইচ্ছানুস্বারে উপভোগের কৌশল করে নীরিহ সরলপ্রাণ মানুষকে ধোকা দিয়ে গড্ডলিকা প্রবাহের মত করে ঈশ্বর প্রদত্ত মেধা বিকাশের রাস্তা ববদ্ধ করে দিয়ে,তাদেরকে ধর্মের লেভাসে অন্ধ করে রেখে,সর্গের অপুর্ব সুন্দরী ষোরষীদের প্রলোবনে উদ্বোদ্ধ করে জ্ঞানের বিকাশ যাতে না হয় তেমন কাজে নিয়োজিত আছে। এই করোনা কালে, ধর্মের লেভাসে বিজ্ঞজনের নিষেধকে বৃদ্ধাঙ্গুলি দেখিয়ে কুম্ভমেলা করে এই ধর্মব্যবসায়ীরা ভারতে মানুষ মারার স্রোত বয়ে দেবার পর ও শিক্ষা গ্রহন করতে পারেনি। ইসরাইল যুদ্ধটিকে আমি এমনি ভাবে ভাবী। মানুষ যদি মানবিক হয়, ধর্মের নামে ভেদাভেদ পরিহার করে মানবতার সুশূতল ছায়াচলে অবস্থান নিয়ে সন্মিলিত ভাবে সকল সমস্যা বিজ্ঞানের তথা সৃষ্টিকর্তার প্রদত্ত বিদ্যাবুদ্ধি দিয়ে জ্ঞানের আলো জ্বলে এগিয়ে যায়,তবে এই কালে,এই ধরায়,এইজীবনে স্বর্গ/ বেহস্ত সৃষ্টিকর্তা উর্মোচন করে দিবেন।কিন্ত্ত তথাকথিত ধর্মব্যবসায়ীরা তা হতে দিবেনা।কারণ তারা যে অন্ধবিশ্বাসী গরিষ্ট মানুষের প্রতিনিধিত্ব করেন।""",social,social,social
চমৎকার বিশ্লেষণ।,social,social,social
এটাই বাস্তব সত‌্য।,social,social,social
"""ইসলাম একটা ব্যক্তিগত মতবাদ। কোন ধর্ম না। ইসলামের সবটুকু ই বিশ্বাসের উপর নির্ভর করে। কোন যুক্তি নেই। আল্লাহ সর্বশক্তিমান, দয়ালু বলা হয়েছে। কিন্তু কেন তিনি সর্বশক্তিমান?? কেন তিনি দয়ালু? যদি তিনি পরম দয়ালু হন তাহলে কেন অবিশ্বাসী দের হত্যার বিধান দিলে??? আসলে নবী বলেই খালাস।আমি ও তো একটা বই লিখে বলতে পারি এমন একটা ঈশ্বর আমাকে দেখা দিয়েছে, তার কথা মানলে জান্নাত যাবি না মানলে জাহান্নামে।। জান্নাত ও জাহান্নামের ভয় দেখিয়ে একটি নিজস্ব মতবাদ হল ইসলাম।।। মূল কথা হলনবীর কাল্পনিক চরিত্র হল আল্লাহ তাকে উপস্থাপন করে তিনি নিজের ব্যক্তিগত মতামত দিয়ে একটা সিস্টেম এর কথা বলে গেছেন।তিনি ইসলামে সবাই জান্নাত পেয়ে যাবার কথা বলেছেন কিন্তু ইসলাম এর আগে মানুষ জান্নাত এ যেত না আর সবাই যদি জান্নাত যাই তোদের ধর্ম এ পুনঃর্জন্ম ও নেই। তাহলে তোদের ধর্ম নতুন যারা জন্ম গ্রহণ করছে তারা কোথা থেকে আসছে?? আর তোরা তো আত্মার বিশ্বাস করি না, তাহলে মৃত্যুর পর জান্নাত কোন জিনিস টা যাবে, যেটা নারী, দুধ এসব ভোগ করবে। কারণ মৃত্যুর পর তো দেহ থাকে না।""",antisocial,antisocial,antisocial
আপনার সেরা লেখা গুলোর একটি এটি।,social,social,social
"""এরকম কিছু ইহুদি প্রেম না দেখাইলে তুমি কি জার্মানিতে পেটে কিছু দিতে পারবা,এগুলো করেই তো দুটো ডাল ভাত খেতে পারছো জার্মানিতে।""",antisocial,antisocial,antisocial
আচিপ্পার মতো ইহুদীরাও কুলাঙ্গার!,antisocial,antisocial,antisocial
ধন্যবাদ আপনাকে। অজানা ইতিহাস জানতে পেরে সত্যি ভালো লাগলো।,social,social,social
"""ধর্মীয় উন্মাদনা ছাড়া ধর্মীয় উচ্চারণ ছাড়া ট্রাক চালিয়েছে তাকে কি জঙ্গি বলা যাবে? তাহলে যারা ধর্মীয় উচ্চারণ করে ট্রাক , চড়ায় তাদের কে কি বলবেন? পার্থক্য তো ওখানেই!""",social,social,social
বাচ্চাটার কথা ভেবে রীতিমতো কান্না পাচ্ছে। কি অপরাধ ছিলো ওর? কি অন্যায় করেছিলো সে? কেন তাকে বাবা-মা হারাতে হল? এই ঘৃণার চাষাবাদের শেষ দেখার সৌভাগ্য কি হবে এই পৃথিবীর?,social,social,social
"""অনেক ভালো কথাই বলেছেন। আসলে এই ধর্মের জন্য সামনে আরও কত মানুষ এর জীবন দিতে হবে, তা কেউ বলতে পারবে না।""",antisocial,antisocial,antisocial
"""অমুসলিমদের কাছে সম্প্রীতি ও ভালোবাসার প্রত্যাশা করে মুসলমানরা বিগত ১৪০০ বছর যাবৎ অমুসলিমদের প্রতি হিংসা-বিদ্বেষ-ঘৃণার চাষ করার মতোই আহাম্মকীতে আছে। দোয়ায় কখনো কোনো কাজ হয় না। মুসলমানরা পৃথিবীতে প্রতিদিন বিলিয়ন বিলিয়ন বার 'আস সালামু আলাইকুম' ও পাল্টা 'আলাইকুম আস সালাম।"""" বলে, পক্ষান্তরে অমুসলিমদের ধ্বংস কামনা করে। তাতে কি অমুসলিমরা মুসলমানদের তুলনায় অশান্তিতে আছে, নাকি ধ্বংস হয়েছে, এবং মুসলমানরা অমুসলিমদের তুলনায় কি শান্তিতে আছে? বরং আইনের শাসন, নিরাপত্তাসহ নানাবিধ কারণে মুসলমানরা অমুসলিমদেরই মুখাপেক্ষী। আল্লাহর নিজের দোয়াই যেখানে অকার্যকর (কোরান - ১১১ঃ০১), যেখানে মানুষের জন্য মানুষের দোয়ায় মনের সান্ত্বনা ছাড়া আর কী মূল্যইবা আছে? মোহাম্মদকে শ্রদ্ধা করে ভালোবেসে মোহাম্মদের প্রবর্তিত ধর্ম ইসলাম অনুসারী মুসলমানদেরকে পথভ্রষ্ট ও অভিশপ্ত ভাবা যদি মূর্খতা ও আহাম্মকী হয়, তবে মূসা ও ঈসাকে নবী মেনে শ্রদ্ধা করে ও ভালোবেসে তাদের প্রবর্তিত ধর্ম যথাক্রমে ইহুদীধর্ম ও খ্রিস্টধর্মের অনুসারীদেরকে পথভ্রষ্ট ও অভিশপ্ত ভাবাটাও একইরকম মূর্খতা ও আহাম্মকী। প্রতিবার নামাজে যদি অমুসলিম-অধর্মীদের আল্লাহর পথভ্রষ্ট ও গজবপ্রাপ্ত বলা হয়, ধ্বংস কামনা করা হয়, তাহলে সেইসব অমুসলিম-অধর্মীরা কীভাবে মুসলমানদের আপনজন ভেবে তাদের সাথে সহাবস্থান করবে? একবার ভাবুন, আপনার পাশের ঘরে, পাশের বাড়ির কেউ প্রতিদিন আপনার",antisocial,antisocial,antisocial
ঘর জামাই বিচি এনাম,antisocial,antisocial,antisocial
আবাল,antisocial,social,social
আমি চিৎকার করে হাসিতে চাহিয়া করিতে পারিনি চিৎকার প্লাজু খুলিয়া জাওয়ায় নিজেকে দিয়েছি ধিক্কার,antisocial,social,social
আম্পায়ার এর মারে চুদি!!,antisocial,antisocial,antisocial
সাকিব আর এনাম এর মাকে চুদার বড় ইচ্ছা আমার জানিনা কবে পুরণ হবে,antisocial,antisocial,antisocial
এনাম ভাইয়ের ফাঁসি চাই,antisocial,social,social
লাথিটা বিচির উপর দেওয়া উচিৎ ছিল,antisocial,social,antisocial
সাকিব ঃ তর নানির হেডা,antisocial,antisocial,antisocial
ওরে মাদারচুদ,antisocial,antisocial,antisocial
মাদারচোদ একটা,antisocial,social,social
"""ইভেলি সালার পুতেরা চোর কেউ প্রতারিত হবেন না,""",social,social,social
গাঁজা সেবন করছেন কয় পুটলা,antisocial,social,antisocial
"""যারা আবল""""তাবল বলে আমরা তাদের ড্যান্ডি খোর বলি""",antisocial,social,social
গাঁজা কি খেয়ে ঘুমিয়েছেন নাকি ঘুম থেকে উঠার পর খাইছেন?,antisocial,antisocial,antisocial
সালা গাজাখোর!,antisocial,antisocial,antisocial
"""শালা পাগলের ঘরে ছাগল কোথাকার,রাত ১২ টায় সকাল জোদাস""",antisocial,social,social
"""""""থাপ্রাইয়া তোর কিডনি ফাটাইয়া ফেলব,"""" অনেকে এসব বলে আপনাকে, কেন যে বলেএসব, বুঝিনা!!""",social,antisocial,antisocial
তুই বোকাচুদা হালার পো হালা... জামাল স্যার এর স্টুডেন্ট হয়েও এমন মন মানুষিকতা মানায় না...,antisocial,antisocial,antisocial
ভাই ধান্দাবাজি বন্ধ করেন ফ্রিল্যান্সিং শিখানোর নামে মানুষের কাছ থেকে টাকা নেন বলেন ফ্রিল্যান্সিং এর বই দিবেন একটি টি-শার্ট দিবেন কিন্তু আসলে কিছুই না সবই আপনাদের ধান্দাবাজি এ ব্যবসা বন্ধ করেন এক বছর হয়ে গেল প্রায় এখনো কিছুই পাইনি,social,social,social
গাজা কয় পোটালা খেয়েছেন,antisocial,antisocial,antisocial
ভুদায়চোদা,antisocial,antisocial,antisocial
দেশের হোগা মারা সারা,antisocial,antisocial,antisocial
হিছা মার সালা ডাজবিন,antisocial,social,antisocial
বলদ নাসিম,antisocial,social,social
"""মন চাইতাছে তোরে কতোক্ষণ গোয়া মারি ,, নাটকিরপোলা,,৷ তোর ডান্স দেখে ডান্সের প্রতি মোন উঠে গেছে,,,""",antisocial,antisocial,antisocial
বাংলাদেশের জাতীয় পাগল চোদা,antisocial,antisocial,antisocial
"""অর্থ বুঝে গান গাইবেন ।",social,social,social
আপনি জানেন গানটার অর্থ টা কী?,social,social,social
"গান শুধু গাইলেই হয়না ।""",antisocial,social,social
তুকে চুদে কে,antisocial,antisocial,antisocial
ভাই আপনার ভয়েজ অনেক খারাপ কেন করেন গান।,antisocial,social,social
ভাই আপনার লজ্জা নাই আপনি কথা সঠিক ভাবে উচ্চারণ করতে পারেন না আসছেন গান গাইতে,antisocial,social,social
দাদা আপনি কি পোঁদ দিয়ে গান করেন,antisocial,antisocial,antisocial
অসাধারণ সুন্দর গান,social,social,social
"""এই মাগির পোলা, খানকির পোলা তোর মত পাগল দেশে আসলে তোর এবং তোর বউযের বোদা ভাটাবে সরকার খানকির পোলা।""",antisocial,antisocial,antisocial
মরবি কবে?,antisocial,antisocial,antisocial
সেফুদা is মাদারচুদ,antisocial,social,antisocial
"""কিরে লোডার ঘড়ের লোডা, ,বদনার ঘড়ের বদনা কি খবর মদ খাইছোত নি আজকে""",social,social,social
সেফুদা বাইনচোদ,antisocial,antisocial,antisocial
তোকে কুত্তা দিয়া চোদাই,antisocial,antisocial,antisocial
কুত্তার বাচ্চা।,antisocial,antisocial,antisocial
মনডা চায় সেফুদার বিচিতে টুক্কা দিয়ে ওর থার্মোমিটার ফাটাইয়া-ফালাই,antisocial,antisocial,antisocial
খানকি মাঘির ছেলে তুই বাংলাদেশ আসবি কবে।,antisocial,antisocial,antisocial
লুচ্চা সেফুদা,social,antisocial,antisocial
গরু চোর দাদু,antisocial,antisocial,antisocial
মদ খাঁ ফকিনি,antisocial,antisocial,antisocial
মাতাল,social,antisocial,social
হারাম খোরহালালজাদা,antisocial,antisocial,antisocial
মদ খাবো দাদু,social,antisocial,social
"""মদের দাম বাইড়া গেছে দাদু,তোমার ওখান থেকে পাঠাও।""",social,antisocial,antisocial
তোর মেয়ের বুধা খাবে,antisocial,antisocial,antisocial
সালা বুইরা বাইঞ্চুদ,antisocial,antisocial,antisocial
বিয়াদপ,antisocial,antisocial,antisocial
সালা বোকা ছেলে,social,antisocial,social
মাতাল।,social,antisocial,social
কত জাতের পাগল দেখলাম কিন্তু এই আছুদার মত পাগল আজো পাইনি?,antisocial,antisocial,antisocial
শেফালী কাকু। আমার কুকুর টা সারা দিন । টেনশনে আছে তুমি কখন নিথর হবে। তোমার শব্দ বোমা বন্ধ হবে।,antisocial,antisocial,antisocial
কাকু তুমি দেশে আসবানা? অনেক তো চাপা মারলা। ওখানে থেরাপি দেয়ার দরকার নেই। বাংলাদেশে বিনামূল্যে অনেক থেরাপি আছে।,antisocial,social,social
মদ খেয়ে তোকে চুদমু আমি খান কির পোনা,antisocial,antisocial,antisocial
"""চুদিপুলা, তুই বাংলাদেশ আসলেই, তোকে আগে প্রোস্রাব খাওয়াবো, মদার চোদ""",antisocial,antisocial,antisocial
এই সিফুদা এই কুত্তার বাচ্চা তোর জন্মের ঠিক আছে মাদারচোদ,antisocial,antisocial,antisocial
কত ছাগল দেখলাম কিন্তু শেফাতুল্লার মত ছাগল আর পৃথিবীতে কোথাও দেখলাম না,antisocial,social,antisocial
মরার আগে তওবাও কর খানকির পোলা,antisocial,antisocial,antisocial
তুমি মিথ্যুক ধোঁকাবাজ কাক্কু।,antisocial,social,social
মাদারচোদ,antisocial,antisocial,antisocial
তোর পুটকি দিয়া রাজ হাঁসের ডিম দেওয়া প্রয়োজন,antisocial,antisocial,antisocial
"""নদীভাঙ্গনে অসহায়ভাবে বেঁচে আছি করে সংগ্রাম আমরা ভাই খুব সাধারণ, জেলা মোদের কুড়িগ্রাম""",social,social,social
শালার পুতের নামাজ কালাম কিছু নাই...,social,social,social
পাঁচ ওয়াক্ত নামাজের দিকে একটু খেয়াল দিয়েন টাকা পয়সা জীবনে অনেক আয় করবেন ঠিক আছে কিন্তু প্রতিদিনের পাঁচ ওয়াক্ত নামাজ আদায় না করলে এর পরিনতি তো নিশ্চয়ই জানেন,social,social,social
"""প্রচন্ড মাথা ব্যথা করছিলো,, কোনো ঔষধেই কাজ হচ্ছিলো না,, অতঃপর আমি এই পোস্টটা দেখলাম .এখন সাথে মাথা আছে কিনা সেটাই বুঝতে পারছি না..!""",social,social ,social
তর এই অহংকারী কথার জন্য আন ফ্ল দিলাম ভাই ভালো থাক,social,social ,social
ঠিক বলছেন ভাইয়া,social,social ,social
তাহলে আপনি বলেন কেন ফ্রীতে শিখাবো।,social,social ,social
"""ভাই ঐসবে কান দিয়েন না, মানুষ খুব খারাপ, নিজেও জানে না কি চায়?""",social,social ,social
ধুলো বালি পরিষ্কার করতে রাজি আছি ভাই।,social,social ,social
জ্বি ইদানীং খুব ভালো মানের গান্জা সেবন করেন যে সেটা বললেন...,antisocial,social ,antisocial
নাসিম ভাইয়া আপনার প্রতি আরো ভালোবাসা বেরে গেল ভালোবাসা রইলো অবিরাম,social,social ,social
আসুন আমরা সবাই নামাজ আদায় করি। আল্লাহ্ তায়ালা সবাইকে নামাজ পড়ার তওফিক দেক। (আমিন),social,social ,social
ফ্রিলান্সার দালাল,antisocial,social ,social
আলমের গান আমার ফেভারিট,social,social ,social
বাংলাদেশ মানুষ ঘৃনা করে এই পার বাংলা মানুষ তোমার ভালোবাসেন,social,social ,social
বাংলাদেশের বিখ্যাত অভিনেতা,social,social ,social
হাতির সাথে মশার নাচ,antisocial,social ,social
ক্যেমরা ম্যান তোমার পসংসা না করে পারলাম না তুমিএকটা জিনিস,social,social ,social
হিরো আলম নায়িকার দুধের নিচে পড়ে থাকবে।,antisocial,antisocial,antisocial
মানুষটা যেমনই হোক না কেন অভিনয় দারুন হয়েছে,social,social,social
এই ভিডিওটা কেরিমিনাতির এর চেনেল থেইকা পপুলার হইসে,social,social,social
আপনাদের হাতে যদি একটা বাশ ধরাইয়া দেই এখন কি করতে ইচ্ছে করছে,antisocial,social,social
হেইতেরে একটা চাপ দিলে আর বিচাইরা ফাওয়া জাইত না,antisocial,social,social
চেহারা দিয়েই সব কিছু হয়না যেটা আমাদের হিরো আলম ভাই প্রমাণ করে দিয়েছে।,social,social,social
অসাধারণ ভিডিও,social,social,social
হিরো আলমের অসাধারন গান শুনে আমার তিন দিন ঘুম আসেনা,antisocial,social,social
হিরো আলমের গান শুনে আমার পায়খানা পেয়ে গেছে,antisocial,antisocial,antisocial
আমি শিহরিত হিরো মলম এর আবাল মার্কা গান শুনে,antisocial,social,social
হিরো আলম ভাইজান এর ফোন নাম্বার টা কি কেউ দিতে পারবেন,social,social,social
আলম ভাই গানটা অসাধারন হয়েছে। আপনার সব গানের মধ্যে আমার এই গানটা বেশি পছন্দ হয়েছে,social,social,social
আমার চাইনিজ ফ্রেন্ড হিরো আলম এর চাইনিজ গান শুনে অনেক প্রসংশা করছে। এবার উগান্ডার মানুষ খুজতে হবে।,antisocial,social,social
এই গান শুনে মনে হচ্ছে হিরো আলম আসলেই উগান্ডা বাসী,antisocial,social,antisocial
কমেন্ট পরতে গেলে দেখা যায় আসলে হিরো আলমকে বাংলার মানুষ কতটা ভালবাসে।,social,social,social
হিরো আলমের আল কাতরা মাখার কি দরকার এমনেই তো উগান্ডার মত দেখতে,antisocial,social,antisocial
সাহসী হিরো আলম তুমি এগিয়ে যাও আমরা তোমার সাথে আছি,social,social,social
হিসাববিজ্ঞান এর ভাসায় একটা গান চাই,social,social,social
কোলকাতার নির্বাচনে এই গানটা দিদিকে উপহার দিলে কেমন হয়,social,social,social
এডা দেখার পর আমি দের মাসের মতো পাগল ছিলাম,antisocial,social,social
"""গান টা শুনার পড়ে এক ঘন্টা বেহুশ হয়ে পড়ে ছিলাম,,,""",antisocial,social,antisocial
একমাত্র হিরো আলমই সবার মনের ইচ্ছা পুরন করে চলছে ।,social,social,social
যে যাই বলুক গান এবং ভিডিও খুব ভালো লেগেছে আমার।,social,social,social
বতর্মানে নারী স্বাধীনতার নামে এই দেশের ইসলামকে ধ্বংস করে দেয়া হচ্ছে। হেলেন জাহাঙ্গীরদের মতো নষ্টা মহিলারা এই দেশকে এখন পরিচালনা করে।,antisocial,social,antisocial
হেলেন জাহাঙ্গীরকে রিমান্ডে নিলে আরও অনেক তথ্য পাওয়া যাবে। হেলেন জাহাঙ্গীর মনে হয় অনেক দুইনাম্বার ব‍্যাবসার সাথে জরিত। এরা হলো সমাজের নষ্টা মহিলা। এদেরকে বতর্মানে সমাজে আস্কারা দেয় ভোট চোর শেখ হাসিনা।,antisocial,social,social
কি বলে মহিলা পাগলের মত। নারীরা নিরাপদ কিভাবে। মহিলাকি অন্ধ নাকি। দেশে এত ঘটনা ঘটছে মেয়েরা ঘর থেকে বের হলে আর সুস্থ অবসথায় ফিরবে কিনা কেউ বলতে পারবে না।,social,social,social
"""ডা: তুষার’ রা কোন কিছু হলেই শক্তিশালী দুরবীণে মেয়েটির দোষ খুঁজে বের করার চেষ্টা করে, মেয়েটি কার সাথে গেল, কখন গেল, কি পোষাক পরে গেল, কোথায় গেল … … ইত্যাদি. কিন্তু আসল সমস্যা হলো উনাদের দৃষ্টিভঙ্গিতে। অদ্ভুত !! উনারা জেনে hypocrisy",social,social,social
"""হঠাৎ এতো দামি ফোন দেখে তো অবাক হবেই জীবনেও তো দেখোনাই তাই আাবাল এর মতন সবাই কে সাহায্য করতে পরবি, তোমার বাবার তো অনেক টাকা আছে। সবাই কে করে দেখিয়ে দিতে পারবি তখন ই বোঝা যাবে বুঝতে পারছিস,এটা সুধু তোমার জন্য""",antisocial,social,social
ভাই মাকে তো গাড়ী কিনে দিলে আমাকে তোমার মায়ের গাড়ীর ড্রাইভিং জবটা দেবে?,social,social,social
"""পরিবেশ বাচানোর দায়িত্বটা আমাদেরই নিতে হবে,,,! গাছ লাগান,,পরিবেশ বাচান,,,,গাছ সম্পর্কে অনভিজ্ঞ যারা,,,তারা আমার কাছ থেকে হ্যাল্প নিতে পারেন""",social,social,social
একটা মানুষের জীবন বাঁচাতে তাওহিদ আফ্রিদি ভাইসাহায্য চাই সবাই একটু শেয়ার করি তাওহিদ আফ্রিদি ভাইয়ের চোখে যাতে কমেন্টা পরে,social,social,social
কবরের লাশ পচার আগে বাস পথে যায় তবুও মানুষের অহংকার কমেনা সুযোগ পেলে এই পেজটা ঘুরে আসবেন ধন্যবাদ,social,social,social
হেভবি,social,social,social
সাদা পরী,social,social,social
আরো হট পিক চাই,antisocial,antisocial,antisocial
বুরি হলে বুঝবি তুই এখন নয় ।,antisocial,social,antisocial
তোমার অপেক্ষায় আজো আমি শুভ সকাল ভাবনা,social,social,social
আলোচনায় আসতে চাও না-কি পরির মতো,antisocial,social,antisocial
তোমার বুকের মধ্যে খানি কালো কালো ঐটা কি গো,antisocial,social,social
ভাবনা' আমি তোমার সারাদিনের ভাবনার কারণ হতে চাই।,social,social,social
পুরাই ফালতু একটা জীবন কাটাচ্ছি,social,social,social
"""ভাইরাল হতে চাও তাহলে পরি মনির সাথে যোগাযোগ করো , রাতারাতি ভাইরাল হয়ে জাবে""",antisocial,social,social
সব কটা ........ খুলে দাও,antisocial,social,social
গালো ২ খামড় দিলাম পাইতাম জুদি,antisocial,social,antisocial
কত পাগল দেখলাম!,antisocial,social,social
তোমাকে খুব হেব্বি লাগছে,social,social,social
ফালতু একটা ছবি,antisocial,social,antisocial
আপনি যে এইরকম... আমি আগে জানতাম ছি ছি..,antisocial,social,social
বাহ্,social,social,social
ভাবনা তুমি কোন দিন ভাল হবা না,antisocial,social,social
খারাপ ছবি,antisocial,social,social
"""এমন,কেনু""",social,social,social
করোনা তোমারে দেখতে পাচ্ছে না,antisocial,social,social
তোমার জীবনটা কোন ছেলেটায় নষ্ট করিল যার কারনে রাগে তুমি নষ্ট জীবন বেচে নিলে,antisocial,social,antisocial
মা শব্দের বিপরীত শব্দও মা,social,social,social
"""আপনার সাথে আপনার মায়ের ছবি, যোগ্য সন্তানের পাশে থাকতে পেরে নিশ্চয় গর্বিত আপনার মা""",social,social,social
যারা বাজে কমেন্ট করেছে এটাই তাদের ধর্মের পরিচয়.আরে বেটা আগে মানুষ হও,social,social,social
দাদা আপনিও শেষমেষ পতিতার পাশে,antisocial,social,social
এদের সাথে এমনি হওয়া উচিৎ।,antisocial,social,social
পরী আপার বিচার চাই,social,social,social
মাঝে মাঝে নিজের ঘরের মানুষ ভুল পথে গেলে তাকে তার ভুল ধরিয়ে দেয়া উচিত। না বুঝলে তাকে তার মতো ছেরে দেয়া উচিত,social,social,social
সত্যি হৃদয় বিদারক রিপ,social,social,social
এসব ছোটো প্যান্ট পড়ে পিক তুলছো তার সাথে বেয়াদপ ভালো হবা না তুমি,antisocial,social,antisocial
ছবি দেখে আপনাকে মনে হয় আপনি পর্দা করেন - আর অবশ্যই ভার্জিন,antisocial,social,antisocial
এমন ছবি দিও না আমাদের সমস্যা হয়,social,social,social
তুমি সবসময়ই হটি...,social,antisocial,antisocial
"""আল মামুন পরী মনিরে হা,হা, রিয়েক্ট আর এই জায়গায় লাভ রিয়েক্ট। মানে কি হুম??""",social,social,social
শুধু স্বাস্থ্য সেবা খাতের লোকজন করোনা থেকে শিক্ষা গ্রহন করেনি,social,social,social
সুধু সময়ের জন্য অপেক্ষা করতে হবে। যা বুঝাতে চাইছেন তা বুঝলাম ধন্যবাদ।,social,social,social
বহুদিন পর সুন্দর একখান কথা বলছেন,social,social,social
রাস্তাই যাত্রী কম তাই,social,social,social
সালার গরে সালা,social,antisocial,antisocial
বদ্দা ছাফ যাগা চাই দিপেলাই,social,social,social
মাইন্নের বউ,antisocial,social,antisocial
চোর বেটা,antisocial,social,social
এসব বারোভাতারিদের লক্ষণ ।,antisocial,antisocial,antisocial
ভাই এইসব কমেন্ট পইড়া মনে হয় না আর পচামু ........রাব্বি ভাইয়ের টা জোস হইসে,social,social,social
এইরাম লাবিঊ পোস্ট করা একটা বফফেন দরকার,social,social,social
"""এটা কিভাবে বাছাই করবেন,, কে দারিদ্র্য??দলীয় কোন ট্যাগ লাগব না ত।।""",social,social,antisocial
"""দরিদ্র্য লোকদের বিনামূল্যে করোনা পরিক্ষা নয়,বিনামূল্যে খাদ্য দিন।কাজ করার সুযোগ নাই,ঘরে খাবার নাই,বাঁচব কিভাবে?নিজে অভূক্ত থাকলেও পোলাপানদের কিভাবে খাওয়াবো?মাননীয় মন্ত্রী সাহেব,আমাদের জন্য খাবারের ব্যাবস্থা করুন,নয়তো বিষ দিন।""",social,social,antisocial
শান্তনা পুরস্কার,social,social,antisocial
আর সেখানে গেলে দালাল দের যে টাকা দিবে তার টা আগে হবে। এটায় সায়ন্স,social,social,antisocial
দুর্নীতির অকরা তৈরী হলো,social,social,antisocial
গরিবের সংজ্ঞা কি? জানতে চাওয়া মন!,social,social,social
এই দেশে চিকিৎসার জন্য দরিদ্র পরিচয় দিলেও টাকা লাগে মাননিয় মন্ত্রি,social,social,social
"""এ মাসে, নাকি এ মাস থেকে ?প্রশংসনীয় উদ্দ্যোগ।""",social,social,social
তাহলে এবার দরিদ্র টেস্ট করানোর কীট আমদানি করা হোক,social,social,antisocial
কোন ধরনের দরিদ্র যারা বিনামূল্যে পরীক্ষা করতে পারবে??একটু খোলাসা করলে কি ভালো হতো না???আমার মতো দরিদ্ররা কি বিনামূল্যে পরীক্ষা করাতে পারবে?,social,social,social
দরিদ্র কিভাবে চিনবেন কোন আইডি কার্ড থাকবে❓,social,social,antisocial
